label,sen
1,"`` If some of the environmental groups had been able to shut down fracking , the economy would not be doing as well in Ohio as it is right now , white voters would not be supporting Obama as much as they are right now . ''"
1,"He said he felt it would have been much better if they had both voiced their feelings and hashed out their differences on a daily basis so that ultimately , they might have been able to stay together ."
1,"`` If not for our contracts outside Egypt it would have been worse , '' said Elabd , who said he had turned in particular to the market in Libya ."
1,"`` If he had n't acted as fast as he did it could 've been disastrous -- -he could 've been late for work . '' When contacted for this story , Magill 's manager , John Bronsen of Bronsen Bottlers , Inc. , said his employee arrived on time that morning ."
1,"If I were DryShips , I would be counting my blessings to have landed such a marquis customer , with a good-not-great contract , in this time of company tumult ."
1,"A spokeswoman for her campaign acknowledged on Wednesday that Ms. Harris `` expressed that she had concern about taking discretion away from local district attorneys who are held accountable by their constituents . '' Ms. Harris made statements to that effect in 2014 and 2016 , and could have repeated this rationale during the CNN appearance.."
1,Had it not fallen into the government 's arms RBS would almost certainly be expanding its investment bank and its foreign operations .
1,"`` Although the acquisition of Yahoo would have accelerated our ability to deliver on our strategy in advertising and online services , I remain confident that we can achieve our goals without Yahoo , '' Ballmer said in a letter to employees , obtained by Reuters ."
1,"Had Perry taken the route of most presidential aspirants , building up an organization over time and carefully preparing to run , he may have been able to perform well earlier in the debate cycle ."
1,"Mr Hunt believes that weak leadership was a big contributor to scandals such as the poor care exÂ­posed at Mid Staffordshire NHS Foundation Trust , and if not for that , hundreds would n't have died needlessly between 2005 and 2009 ."
